laptop_id,product_name,price,link,Loại card đồ họa,Dung lượng RAM,Loại RAM,Số khe ram,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Pin,Hệ điều hành,Độ phân giải màn hình,Loại CPU,Cổng giao tiếp,Tần số quét,Chất liệu tấm nền,Công nghệ âm thanh,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Kích thước,Trọng lượng,Wi-Fi,Bluetooth,Khe đọc thẻ nhớ,Chất liệu,Chất liệu vỏ trên,Chất liệu vỏ dưới,Chất liệu vỏ màn hình,Loại màn hình,Hãng sản xuất,Nguồn,Chip AI
macbook-pro-m4-14-inch-10cpu-10gpu-24gb-512gb,Macbook Pro M4 14 Inch 10cpu 10gpu 24gb 512gb,43.990.000đ,https://cellphones.com.vn/macbook-pro-m4-14-inch-10cpu-10gpu-24gb-512gb.html,10 lõiNeural Engine 16 lõi,24GB,,,512GB,14.2 inches,"Màn hình Liquid Retina XDRXDR (Extreme Dynamic Range)Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)1 tỷ màuDải màu rộng (P3)Công nghệ True ToneHỗ trợ tối đa hai màn hình ngoài",Pin Li-Po 72.4 watt-giờThời gian xem video trực tuyến lên đến 24 giờThời gian duyệt web trên mạng không dây lên đến 16 giờ,macOS,3024 x 1964 pixels,Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,"Khe thẻ nhớ SDXCCổng HDMIJack cắm tai nghe 3.5 mmCổng MagSafe 3Ba cổng Thunderbolt 4 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)",120Hz,,Hệ thống âm thanh sáu loa có độ trung thực cao với loa trầm khử lựcÂm thanh stereo rộngÂm Thanh Không Gian với khả năng theo dõi chuyển động đầu chủ động khi sử dụng AirPods (thế hệ thứ 3  trở lên),Bảo mật vân tay,Bàn phím Magic Keyboard có đèn nền,Touch ID,Camera 12MP Center Stage có hỗ trợ chế độ Desk ViewQuay video HD 1080pBộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán,Dài: 22.12 cm x Cao: 1.55 cm x Rộng: 31.26 cm,1.55 kg,Wi‑Fi 6E (802.11ax),Bluetooth 5.3,Có,,,,,,,,
macbook-pro-16-inch-m4-max-48gb-1tb,Macbook Pro 16 Inch M4 Max 48gb 1tb,95.990.000đ,https://cellphones.com.vn/macbook-pro-16-inch-m4-max-48gb-1tb.html,40 lõiNeural Engine 16 lõi,48GB,,,1TB,16.2 inches,"Màn hình Liquid Retina XDRXDR (Extreme Dynamic Range)Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)1 tỷ màuDải màu rộng (P3)Công nghệ True ToneHỗ trợ tối đa bốn màn hình ngoài",Pin Li-Po 100 watt-giờThời gian xem video trực tuyến lên đến 21 giờThời gian duyệt web trên mạng không dây lên đến 14 giờ,macOS,3456 x 2234 pixels,Apple M4 Max 16 lõi với 12 lõi hiệu năng và 4 lõi tiết kiệm điện,"Khe thẻ nhớ SDXCCổng HDMIJack cắm tai nghe 3.5 mmCổng MagSafe 3Ba cổng Thunderbolt 5 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 5 (lên đến 120Gb/s), Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)",120Hz,,Hệ thống âm thanh sáu loa có độ trung thực cao với loa trầm khử lựcÂm thanh stereo rộngÂm Thanh Không Gian với khả năng theo dõi chuyển động đầu chủ động khi sử dụng AirPods (thế hệ thứ 3  trở lên),Bảo mật vân tay,Bàn phím Magic Keyboard có đèn nền,Touch ID,Camera 12MP Center Stage có hỗ trợ chế độ Desk ViewQuay video HD 1080pBộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán,Dài: 24.81 cm x Rộng: 35.57 cm x Cao: 1.68 cm,2.15 kg,Wi‑Fi 6E (802.11ax),Bluetooth 5.3,Có,,,,,,,,
laptop-asus-vivobook-s-14-flip-tp3402va-lz632w,Asus Vivobook S 14 Flip Tp3402va Lz632w,17.690.000đ,https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz632w.html,Intel UHD Graphics,16GB,DDR4,8GB DDR4 on board + 8GB DDR4 SO-DIMM (Có thể nâng cấp; Cần tháo vỏ dưới/trên),512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Độ sáng 300nitsĐộ phủ màu 45% NTSCTÜV Rheinland-certifiedWith stylus support,"50WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1200 pixels (WUXGA),"Intel Core i5-13420H 2.1 GHz (12MB Cache, up to 4.6 GHz, 8 lõi, 12 luồng)",1x USB 2.0 Type-A (480Mbps)1x USB 3.2 Gen 2 Type-A (10Gbps)1x USB 3.2 Gen 2 Type-C hỗ trợ hiển thị/cung cấp điện (10Gbps)1x HDMI 2.1 TMDS1x Giắc cắm âm thanh kết hợp 3.5mm1x DC-in,60Hz,Tấm nền IPS,Công nghệ Smart AmpLoa tích hợpMicrô mảng tích hợpharman/kardon (Chính thống),Màn hình cảm ứng,Bàn phím Chiclet có đèn nền,McAfeeMô-đun nền tảng đáng tin cậy (Phần mềm TPM),1080p FHD với màn trập camera,31.32 x 22.76 x 1.89 ~ 1.89 cm (Dài x Rộng x Dày),1.50 kg,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,,,Nhựa,Nhựa,Nhôm,,,,
laptop-hp-15-fd0305tu-a2nl6pa,Hp 15 Fd0305tu A2nl6pa,9.990.000đ,https://cellphones.com.vn/laptop-hp-15-fd0305tu-a2nl6pa.html,Intel UHD,16GB,DDR4-3200 MHz,"Máy nguyên bản 8GB, được tặng 8GB, nâng cấp tối đa 16GB",SSD M.2 PCIe Thế hệ 4 NVMe 256 GB,15.6 inches,"Độ phủ màu 45% NTSC, 62.5% sRGBĐộ sáng 250 nit","Pin Li-ion polymer 3 cell, công suất 41 Wh",Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"Intel Core i3-1315U (lên đến 4,5 GHz với Công nghệ Intel Turbo Boost , bộ nhớ đệm L3 10 MB, 6 lõi, 8 luồng)","1x USB Type-C 5 Gbps (chỉ hỗ trợ truyền dữ liệu, không hỗ trợ sạc hay màn hình ngoài)2x USB Type-A 5 Gbps1x chấu thông minh AC1x HDMI 1.4b1x cổng kết hợp tai nghe/micrô",,,Loa kép,Viền màn hình siêu mỏng,,Phím tắt tiếng micrôCửa trập bảo vệ sự riêng tư trên cameraHỗ trợ Trusted Platform Module (Phần mềm điều khiển TPM),Camera HD HP True Vision 720p với khả năng giảm nhiễu tạm thời và tích hợp dàn micrô kỹ thuật số kép,35.98 x 23.6 x 1.86 cm,1.59 kg,,,,Vỏ nhựa,,,,,,,
mac-mini-m4-pro-2024-24gb-512gb,Mac Mini M4 Pro 2024 24gb 512gb,33.390.000đ,https://cellphones.com.vn/mac-mini-m4-pro-2024-24gb-512gb.html,GPU 16 lõi,24GB,,,512GB,,Hỗ trợ đồng thời đến ba màn hìnhĐầu ra video kỹ thuật số Thunderbolt 5Đầu ra video màn hình HDMI,,macOS,,Apple M4 Pro 12 lõi với 8 lõi hiệu năng và 4 lõi tiết kiệm điệnNeural Engine 16 lõi,"Mặt trước:Hai cổng USB‑C hỗ trợ cho USB 3Jack cắm tai nghe 3,5 mmMặt sau:Cổng Gigabit EthernetCổng HDMIThunderbolt 5USB 4DisplayPort",,,"Loa tích hợpCác định dạng được hỗ trợ bao gồm AAC, MP3, Apple Lossless, FLAC, Dolby Digital, Dolby Digital Plus và Dolby AtmosCổng HDMI hỗ trợ đầu ra âm thanh đa kênh",,,,,Cao: 5.0 cm x Rộng: 12.7 cm x Dài: 12.7 cm,0.73 kg,Wi‑Fi 6E (802.11ax),Bluetooth 5.3,,,,,,,,155W,
laptop-acer-swift-go-14-ai-sfg14-73-71zx,Acer Swift Go 14 Ai Sfg14 73 71zx,25.290.000đ,https://cellphones.com.vn/laptop-acer-swift-go-14-ai-sfg14-73-71zx.html,Intel Arc Graphics,16GB,LPDDR5x 6400MHz Onboard,,512GB SSD M.2 NVMe,14 inches,,"4 cell 65 Wh , Pin liền",Windows 11 Home SL,2880 x 1800 pixels,"Intel Core Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng )",2 x USB 3.22 x Thunderbolt 41 x micro SD card slotAudio combo1 x HDMI,120Hz,Tấm nền IPS,,Bảo mật vân tay,LED,Vân tay,QHD webcam,312.9 x 217.9 x 14.9 mm,1.3 kg,Wi-Fi 7 BE,Bluetooth 5.3,,,,,,,,,
laptop-lenovo-thinkpad-e16-gen-3-21sr002gva,Lenovo Thinkpad E16 Gen 3 21sr002gva,23.490.000đ,https://cellphones.com.vn/laptop-lenovo-thinkpad-e16-gen-3-21sr002gva.html,Intel Arc 130T,16GB,DDR5-5600,"2 khe (1 x 16GB, nâng cấp tối đa 64GB DDR5-5600)",512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0,16 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 45% NTSC,"48Wh, 65W USB-C (3-pin)",Free OS,1920 x 1200 pixels (WUXGA),"Intel Core Ultra 5 225H, 14 lõi (4P + 8E + 2LPE) / 14 luồng, Max Turbo up to 4.9GHz, 18MB","1x USB-A (5Gbps)1x USB-A (10Gbps), Luôn bật1x USB-C (20Gbps), với USB PD 3.1 và DP 1.41x USB-C (Thunderbolt 4 / 40Gbps), với USB PD 3.1 và DP 2.11x HDMI 2.1, lên đến 4K/60Hz1x Giắc cắm kết hợp tai nghe/micrô (3.5mm)1x RJ-45",60 Hz,Tấm nền IPS,"HD Audio với Senary SN6147 codecLoa stereo 2W x2Hỗ trợ Dolby Atmos, tinh chỉnh bởi HARMAN","Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt",Có đèn nền,Discrete TPM 2.0 Enabled,"FHD 1080p + IR Hybrid, có nắp che Privacy Shutter","356 x 249 x 10.1–17.05 mm (trước/sau), tối đa 21.15 mm",1.63 kg,"Intel Wi-Fi 6E AX211, 802.11ax 2x2",Bluetooth 5.3,Không,Vỏ kim loại,Nhôm,Nhôm,,,,,"Intel AI Boost, up to 13 TOPS"
laptop-dell-15-dc15250-71073959,Dell 15 Dc15250 71073959,20.990.000đ,https://cellphones.com.vn/laptop-dell-15-dc15250-71073959.html,Intel Iris Xe Graphics,16GB,DDR4 2666MHz,2 khe (2 x 8GB),512GB,15.6 inches,,,Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic đăng ký 1 năm 634-CHLVMcAfee LiveSafe 1 năm (5 thiết bị),1920 x 1080 pixels (FullHD),Intel Core i7-1355U,1x USB 3.2 Gen 11x USB 2.01x USB 3.2 Gen 1 Type-C (dành cho máy tính được bán kèm với khung máy bằng nhựa)1x USB 3.2 Gen 1 Type-C với DisplayPort Alt1x 3.5mm kết hợp,120 Hz,Tấm nền WVA,,Wi-Fi 6,Bàn phím không có đèn nền,,HD,358.50 x 235.56 x 18.99 mm (Dài x Rộng x Dày),1.66 kg,Wi-Fi 11ax,Bluetooth	v5.3,Có,Vỏ nhựa,,,,,,,
laptop-asus-vivobook-go-15-e1504fa-nj454w,Asus Vivobook Go 15 E1504fa Nj454w,11.990.000đ,https://cellphones.com.vn/laptop-asus-vivobook-go-15-e1504fa-nj454w.html,AMD Radeon Graphics,16GB,LPDDR5 Onboard,,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,Độ sáng 250 nitsĐộ phủ màu 45% NTSCMàn hình chống chóiTÜV Rheinland-certified,"42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"AMD Ryzen 5 7520U (4 lõi / 8 luồng, 4MB cache, up to 4.3 GHz max boost)",1x USB 2.0 Type-A1x USB 3.2 Gen 1 Type-A1x USB 3.2 Gen 1 Type-C1x HDMI 1.41x 3.5mm Combo Audio Jack 1x DC-in,60 Hz,,SonicMasterLoa tích hợpMicrô mảng tích hợp,"Wi-Fi 6, Bảo mật vân tay",,McAfee LiveSafe dùng thử miễn phí 30 ngày miễn phíMcAfee LiveSafeKhởi động BIOS Bảo vệ mật khẩu người dùngMô-đun nền tảng đáng tin cậy (Firmware TPM),720p HD với màn trập camera,36.03 x 23.25 x 1.79 ~ 1.79 cm (W x H x D),1.80 kg,Wi-Fi 6E(802.11ax) (Dual band) 1*1,Bluetooth 5,,Vỏ nhựa,,,,,,,
apple-macbook-air-15-m4-10cpu-10gpu-16gb-512gb-2025,Macbook Air 15 M4 10cpu 10gpu 16gb 512gb 2025,34.090.000đ,https://cellphones.com.vn/apple-macbook-air-15-m4-10cpu-10gpu-16gb-512gb-2025.html,GPU 10 lõiNeural Engine 16 lõiCông nghệ dò tia tốc độ cao bằng phần cứngBăng thông bộ nhớ 120GB/s,16GB,,,512GB,15.3 inches,Màn hình Liquid RetinaCó đèn nền LEDMật độ 224 pixel mỗi inchĐộ sáng 500 nitHỗ trợ một tỷ màuDải màu rộng (P3)Công nghệ True Tone,Thời gian xem video trực tuyến lên đến 18 giờThời gian duyệt web trên mạng không dây lên đến 15 giờPin Li-Po 66.5 watt‑giờ tích hợp,macOS,2880 x 1864 pixels,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Cổng sạc MagSafe 3Jack cắm tai nghe 3.5 mmHai cổng Thunderbolt 4 (USB-C) hỗ trợ: Sạc / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s),,Tấm nền IPS,"Hệ thống âm thanh sáu loa với loa trầm khử lựcHỗ trợ Âm Thanh Không Gian khi phát nhạc hoặc video với Dolby Atmos trên loa tích hợpÂm Thanh Không Gian với khả năng theo dõi chuyển động đầu chủ động khi sử dụng AirPods, AirPods Pro, AirPods Max","Wi-Fi 6, Bảo mật vân tay","Bàn phím Magic Keyboard có đèn nềnBàn di chuột Force Touch để điều khiển con trỏ chính xác và cảm ứng lực; hỗ trợ Bấm Mạnh, bộ tăng tốc, vẽ cảm ứng lực và các thao tác Multi‑Touch",Touch ID,Camera 12MP Center Stage có hỗ trợ chế độ Desk ViewQuay video HD 1080pBộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán,Cao: 1.15 cm x Rộng: 34.04 cm x Dài: 23.76 cm,1.51 kg,Wi-Fi 6E (802.11ax),Bluetooth 5.3,Không,Vỏ kim loại,Nhôm,Nhôm,,,,,
laptop-asus-gaming-vivobook-k3605zf-rp634w,Asus Gaming Vivobook K3605zf Rp634w,16.990.000đ,https://cellphones.com.vn/laptop-asus-gaming-vivobook-k3605zf-rp634w.html,NVIDIA GeForce RTX 2050 4GB GDDR6,16GB,DDR4,(8GB DDR4 on board + 8GB DDR4 SO-DIMM),512GB M.2 NVMe PCIe 4.0 SSD,16 inches,Độ sáng 300nitsĐộ phủ màu 45% NTSCMàn hình chống chóiTÜV Rheinland-certified,"50WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1200 pixels (WUXGA),"Intel Core i5-12500H 2.5 GHz (18M Cache, up to 4.5 GHz, 4P+8E cores)",1x USB 3.2 Gen 1 Type-C hỗ trợ sạc2x USB 3.2 Gen 1 Type-A1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack1x DC-inSD 4.0 card reader,144 Hz,Tấm nền IPS,SonicMasterLoa tích hợpMicrô mảng tích hợp,Wi-Fi 6,Bàn phím Chiclet có đèn nền với phím Num,McAfeeKhởi động BIOS Bảo vệ mật khẩu người dùngMô-đun nền tảng đáng tin cậy (Firmware TPM),720p HD với màn trập camera,35.86 x 24.91 x 1.89 ~ 1.89 cm (W x H x D),1.80 kg,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,Có,Vỏ nhựa,Nhựa,Nhựa,Nhôm,,,,
laptop-hp-envy-x360-14-fa0096au-ay8u6pa,Hp Envy X360 14 Fa0096au Ay8u6pa,25.890.000đ,https://cellphones.com.vn/laptop-hp-envy-x360-14-fa0096au-ay8u6pa.html,AMD Radeon,16GB,LPDDR5-6400 MT/s (tích hợp),,SSD PCIe Thế hệ 4 NVMeTM M.2 1 TB,14 inches,Độ phủ màu 100% DCI-P3Độ sáng 500 nitThời gian phản hồi 0.2 msHỗ trợ 1.07 tỷ màu (ở chế độ HDR)Corning Gorilla Glass NBTTMÁnh sáng xanh thấpSDR 400 nit,"Li-ion polymer 3 lõi, 59 WhBộ chuyển đổi nguồn điện 65 W USB Type-CHỗ trợ sạc pin nhanh: khoảng 50% trong 30 phút",Windows 11 Home Single Language + OFFICE,2880 x 1800 pixels,"AMD Ryzen 5 8640HS (tốc độ xung nhịp tăng tối đa lên đến 4,9 GHz, bộ nhớ đệm L3 16 MB, 6 lõi,12 luồng)","2x USB Type-C 10 Gbps (USB sạc nhanh, DisplayPortTM 1.4a, HP Sleep and Charge)1x USB Type-A 10 Gbps (HP Sleep and Charge)1x USB Type-A 10 Gbps1x HDMI 2.11x cổng tích hợp tai nghe/micro",48 - 120 Hz,Tấm nền Oled,Poly StudioLoa képDTS:X UltraCông nghệ khuếch đại âm thanh HP Audio Boost,"Viền màn hình siêu mỏng, Wi-Fi 6, Màn hình cảm ứng, Xoay gập 360 độ (2 in 1), Màn hình Oled",,Phím tắt tiếng micrôCửa trập bảo vệ sự riêng tư trên cameraHỗ trợ Trusted Platform Module (Phần mềm điều khiển TPM),Camera hồng ngoại 5MP có khả năng giảm nhiễu tạm thời và tích hợp micrô kỹ thuật số mảng kép,31.33 x 21.89 x 1.69 cm (Dài x Rộng x Dày),1.39 kg,MediaTek Wi-Fi 6E MT7922 (2x2),Bluetooth 5.3,,,,,,,,,
macbook-pro-14-inch-m4-10-cpu-10-gpu-16gb-512gb-sac-96w,Macbook Pro 14 Inch M4 10 Cpu 10 Gpu 16gb 512gb Sac 96w,38.590.000đ,https://cellphones.com.vn/macbook-pro-14-inch-m4-10-cpu-10-gpu-16gb-512gb-sac-96w.html,10 lõiNeural Engine 16 lõi,16GB,,,512GB,14.2 inches,"Màn hình Liquid Retina XDRXDR (Extreme Dynamic Range)Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)1 tỷ màuDải màu rộng (P3)Công nghệ True ToneHỗ trợ tối đa hai màn hình ngoài",Pin Li-Po 72.4 watt-giờThời gian xem video trực tuyến lên đến 24 giờThời gian duyệt web trên mạng không dây lên đến 16 giờ,macOS,3024 x 1964 pixels,Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,"Khe thẻ nhớ SDXCCổng HDMIJack cắm tai nghe 3.5 mmCổng MagSafe 3Ba cổng Thunderbolt 4 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)",120Hz,,Hệ thống âm thanh sáu loa có độ trung thực cao với loa trầm khử lựcÂm thanh stereo rộngÂm Thanh Không Gian với khả năng theo dõi chuyển động đầu chủ động khi sử dụng AirPods (thế hệ thứ 3  trở lên),"Wi-Fi 6, Bảo mật vân tay",Bàn phím Magic Keyboard có đèn nền,Touch ID,Camera 12MP Center Stage có hỗ trợ chế độ Desk ViewQuay video HD 1080pBộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán,Dài: 22.12 cm x Cao: 1.55 cm x Rộng: 31.26 cm,1.55 kg,Wi‑Fi 6E (802.11ax),Bluetooth 5.3,Có,,,,,,,,
laptop-asus-zenbook-a14-ux3407qa-qd299ws-copilot-x-plus,Asus Zenbook A14 Ux3407qa Qd299ws Copilot X Plus,26.990.000đ,https://cellphones.com.vn/laptop-asus-zenbook-a14-ux3407qa-qd299ws-copilot-x-plus.html,Qualcomm Adreno GPUTiến trình chip mới nên có thể không kết nối được với các thiết bị có driver cũ,16GB,LPDDR5X,Onboard,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Thời gian phản hồi 0.2msĐộ sáng 400nitsĐộ sáng tối đa 600nits HDRĐộ phủ màu 100% DCI-P3HDR True Black 6001.07 tỷ màuGiảm 70% ánh sáng xanh có hạiTÜV Rheinland-certifiedMàn hình chăm sóc mắt SGS,"70WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,1920 x 1200 pixels (WUXGA),"Snapdragon X  X1 26 100 (30MB Cache, up to 2.97GHz,  8 lõi, 8 luồng)",1x USB 3.2 Gen 2 Type-A (10Gbps)2x USB 4.0 Gen 3 Type-C hỗ trợ hiển thị/sạc (40Gbps)1x HDMI 2.1 TMDS1x Giắc cắm âm thanh kết hợp 3.5mm,60Hz,Tấm nền Oled,Công nghệ Smart AmpLoa tích hợpMicrô mảng tích hợp,"Wi-Fi 6, Nhận diện khuôn mặt, Màn hình Oled",Bàn phím Chiclet có đèn nền,Webcam IR hỗ trợ Windows HelloMcAfeeBIOS Booting User Password ProtectionBIOS setup user passwordMicrosoft Pluton security processorTrusted Platform Module (Firmware TPM),Camera FHD có chức năng IR hỗ trợ Windows Hello,31.07 x 21.39 x 1.34 ~ 1.59 cm (Dài x Rộng x Dày),0.98 kg,Wi-Fi 6E(802.11ax) (Triple band) 2*2,Bluetooth 5.3,,Vỏ kim loại,Mg-Al,Mg-Al,Mg-Al,,,,Qualcomm Hexagon NPU up to 45TOPS
laptop-asus-vivobook-15-oled-a1505va-l1688w,Asus Vivobook 15 Oled A1505va L1688w,18.890.000đ,https://cellphones.com.vn/laptop-asus-vivobook-15-oled-a1505va-l1688w.html,Intel UHD Graphics,16GB,DDR4,2 khe (8GB DDR4 on board + 8GB DDR4 SO-DIMM),512GB M.2 NVMe PCIe 4.0 SSD,15.6 inches,Thời gian phản hồi 0.2msĐộ sáng tối đa 600nits HDRĐộ phủ màu 100% DCI-P3Gamut mappingHDR True Black 6001.07 tỷ màuGiảm 70% ánh sáng xanh có hạiĐược chứng nhận bởi TÜV RheinlandMàn hình chăm sóc mắt SGS,"50WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i7-13620H 2.4 GHz (24MB Cache, up to 4.9 GHz, 10 lõi, 16 luồng)",1x USB 2.0 Type-A (tốc độ dữ liệu lên đến 480Mbps)1x USB 3.2 Gen 1 Type-C hỗ trợ cấp nguồn (tốc độ dữ liệu lên đến 5Gbps)2x USB 3.2 Gen 1 Type-A (tốc độ dữ liệu lên đến 5Gbps)1x HDMI 1.41x Giắc cắm âm thanh kết hợp 3.5mm1x DC-in,60Hz,Tấm nền Oled,SonicMasterLoa tích hợpMicrô mảng tích hợp,"Wi-Fi 6, Màn hình Oled",Bàn phím Chiclet có phím số,McAfeeBIOS Booting User Password ProtectionBIOS setup user passwordTrusted Platform Module (Firmware TPM),Camera HD 720p có màn trập camera,35.68 x 22.76 x 1.99 ~ 1.99 cm (Dài x Rộng x Dày),1.70 kg,Wi-Fi 6E(802.11ax) (Dual band) 1*1 +,Bluetooth 5.3,,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
laptop-asus-vivoboook-s-14-oled-s5406ma-pp046ws,Asus Vivoboook S 14 Oled S5406ma Pp046ws,22.990.000đ,https://cellphones.com.vn/laptop-asus-vivoboook-s-14-oled-s5406ma-pp046ws.html,Intel Arc Graphics,16GB,LPDDR5X Onboard,,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Độ sáng 400nitsĐộ sáng tối đa 600nits HDRĐộ phủ màu 100% DCI-P3VESA CERTIFIED Display HDR True Black 6001.07 tỷ màuÁnh sáng xanh ít gây hại hơn 70%,"75WHrs, 4S1P, 4-cell Li-ion",Windows 11 HomeMicrosoft Office Home & Student 2021 + Microsoft 365 Basic,2880 x 1800 pixels,"Intel Core Ultra 5 125H 1.2 GHz (18MB Cache, up to 4.5 GHz, 14 cores, 18 Threads)",2x USB 3.2 Gen 1 Type-A2x Thunderbolt 4 (display / power delivery)1x HDMI 2.1 TMDS1x 3.5mm Combo Audio JackĐầu đọc thẻ Micro SD,120Hz,Tấm nền Oled,Công nghệ Smart AmpLoa tích hợpMicrô tích hợpMicrô mảng tích hợpharman/kardon (Chính thống),"Wi-Fi 6, Nhận diện khuôn mặt, Màn hình Oled",Bàn phím Chiclet có đèn nền RGB 1 vùng không có phím sốCó phím Copilot,McAfee dùng thử miễn phí 30 ngàyWebcam IR hỗ trợ Windows HelloMcAfeeMật khẩu người dùng thiết lập BIOSMô-đun nền tảng đáng tin cậy (Phần mềm TPM),Camera FHD có chức năng IR hỗ trợ Windows HelloCó màn trập riêng tư,31.05 x 22.19 x 1.39 ~ 1.59 cm (W x H x D),1.30 kg,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,Có,Vỏ kim loại,Nhôm,Nhôm,Nhôm,,,,Intel AI Boost NPU
laptop-hp-14-dq2055wm-39k15ua,Hp 14 Dq2055wm 39k15ua,10.490.000đ,https://cellphones.com.vn/laptop-hp-14-dq2055wm-39k15ua.html,Intel UHD Graphics,4GB,"DDR4-2666 MHz RAM (1 x 4 GB), 1 khe cắm hỗ trợ tối đa 8gb",,256 GB PCIe NVMe M.2 SSD,14 inches,"Màn hình chống chói, 250 nits, 45% NTSC","3-cell, 41 Wh Li-ion",Windows 10 Home SL,1920 x 1080 pixels (FullHD),Intel Core i3-1115G4,1 x SuperSpeed USB Type-C® 5Gbps signaling rate2 x SuperSpeed USB Type-A 5Gbps signaling rate1 x HDMI 1.4b1 x Combo jack tai nghe 3.5mm,,,2 Loa 2W,,,,HP True Vision 720p HD camera,32.4 x 22.5 x 1.79 cm,1.46 kg,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1),v4.2,Có,Vỏ nhựa,,,,,,,
apple-macmini-m4-10cpu-10gpu-24gb-256gb-2024-z1cf,Macmini M4 10cpu 10gpu 24gb 256gb 2024 Z1cf,19.990.000đ,https://cellphones.com.vn/apple-macmini-m4-10cpu-10gpu-24gb-256gb-2024-z1cf.html,GPU 10 lõi,24GB,,,256GB,,Hỗ trợ đồng thời đến ba màn hìnhĐầu ra video kỹ thuật số Thunderbolt 4,,macOS,,Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điệnNeural Engine 16 lõi,"Mặt trước:Hai cổng USB‑C hỗ trợ cho USB 3Jack cắm tai nghe 3,5 mmMặt sau:Cổng Gigabit EthernetCổng HDMIThunderbolt 4USB 4DisplayPort",,,"Loa tích hợpCác định dạng được hỗ trợ bao gồm AAC, MP3, Apple Lossless, FLAC, Dolby Digital, Dolby Digital Plus và Dolby AtmosCổng HDMI hỗ trợ đầu ra âm thanh đa kênh",,,,,Cao: 5.0 cm x Rộng: 12.7 cm x Dài: 12.7 cm,0.67 kg,Wi‑Fi 6E (802.11ax),Bluetooth 5.3,,,,,,,,,
